Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
8404,695.320,53.3077466,-0.0613754,103.9,53.27,-0.645,0.134,1.007,5,-23.00,2.62,4.90
8405,695.400,53.3077626,-0.0613635,103.8,54.74,-0.650,0.139,1.013,5,-22.70,4.04,3.18
8406,695.480,53.3077792,-0.0613518,103.8,55.34,-0.646,0.117,1.004,5,-19.88,4.87,1.22
8407,695.560,53.3077960,-0.0613401,103.7,56.85,-0.619,0.092,0.976,5,-16.45,4.10,0.49
8408,695.640,53.3078131,-0.0613283,103.7,57.91,-0.589,0.086,0.947,5,-13.65,2.53,-0.16
8409,695.720,53.3078306,-0.0613163,103.6,58.55,-0.573,0.080,0.928,5,-9.74,1.56,-0.73
8410,695.800,53.3078482,-0.0613040,103.5,59.63,-0.559,0.070,0.933,5,-6.31,0.06,-0.54
8411,695.880,53.3078660,-0.0612912,103.4,60.53,-0.552,0.074,0.967,5,-4.54,-0.68,-0.06
8412,695.960,53.3078842,-0.0612788,103.4,61.31,-0.568,0.080,0.982,5,-3.18,-0.10,0.33
8413,696.040,53.3079028,-0.0612658,103.3,62.30,-0.571,0.078,0.992,5,-2.37,0.08,0.72
8414,696.120,53.3079217,-0.0612529,103.3,63.19,-0.584,0.082,1.032,5,-3.10,1.65,0.89
8415,696.240,53.3079503,-0.0612333,103.2,64.46,-0.607,0.090,1.029,5,-4.38,2.59,0.85
8416,696.320,53.3079697,-0.0612197,103.2,65.45,-0.602,0.098,1.022,5,-5.51,2.61,0.80
8417,696.400,53.3079894,-0.0612063,103.1,66.37,-0.591,0.099,0.989,5,-6.75,1.99,0.12
8418,696.480,53.3080094,-0.0611925,103.0,67.21,-0.548,0.078,0.986,5,-6.88,0.76,-1.21
8419,696.560,53.3080295,-0.0611785,103.0,68.06,-0.515,0.068,0.971,5,-4.67,-0.88,-2.04
8420,696.640,53.3080500,-0.0611645,102.9,68.56,-0.484,0.047,0.978,5,-0.98,-1.33,-2.09
8421,696.720,53.3080707,-0.0611503,102.8,69.68,-0.464,0.041,0.983,5,1.91,-1.77,-1.27
8422,696.800,53.3080914,-0.0611361,102.7,70.08,-0.430,0.051,1.014,5,3.54,-1.97,-0.71
8423,696.880,53.3081125,-0.0611214,102.6,71.22,-0.403,0.052,1.035,5,4.21,-1.65,-0.45
8424,696.960,53.3081338,-0.0611066,102.5,71.76,-0.353,0.044,1.003,5,4.41,-2.29,0.22
8425,697.040,53.3081550,-0.0610919,102.4,71.53,-0.242,0.035,0.982,5,3.72,-3.70,0.46
8426,697.120,53.3081760,-0.0610774,102.4,70.98,-0.066,0.020,1.010,5,2.74,-4.63,0.41
8427,697.240,53.3082076,-0.0610562,102.3,70.22,0.074,0.004,1.030,5,2.14,-4.08,0.45
8428,697.360,53.3082384,-0.0610342,102.1,69.39,0.172,0.002,1.016,5,1.95,-3.33,0.82
8429,697.480,53.3082694,-0.0610127,102.0,70.05,0.243,0.007,0.997,5,0.46,-3.86,0.70
8430,697.560,53.3082898,-0.0609984,101.9,68.79,0.260,0.019,0.962,5,-0.75,-2.62,1.12
8431,697.640,53.3083103,-0.0609853,101.8,68.22,0.252,0.013,1.001,5,-1.66,-0.32,0.81
8432,697.720,53.3083302,-0.0609712,101.8,67.20,0.241,-0.011,1.050,5,-1.47,0.11,0.46
8433,697.800,53.3083504,-0.0609576,101.8,67.29,0.242,-0.045,1.056,5,-0.53,-0.11,0.82
8434,697.880,53.3083705,-0.0609447,101.7,67.02,0.247,-0.063,1.049,5,1.25,0.12,1.37
8435,697.960,53.3083903,-0.0609321,101.6,66.73,0.248,-0.062,1.049,5,2.59,-0.63,1.18
8436,698.040,53.3084102,-0.0609192,101.5,66.60,0.232,-0.052,1.008,5,3.65,-1.25,1.22
8437,698.120,53.3084300,-0.0609068,101.5,65.29,0.212,-0.034,0.967,5,4.44,-0.67,1.72
8438,698.240,53.3084593,-0.0608883,101.4,64.85,0.199,-0.014,0.951,5,4.52,0.30,2.02
8439,698.320,53.3084788,-0.0608761,101.4,64.49,0.237,-0.016,1.000,5,3.12,0.45,2.04
8440,698.400,53.3084979,-0.0608642,101.2,63.88,0.278,-0.020,1.015,5,0.45,-0.85,2.11
8441,698.480,53.3085171,-0.0608523,101.2,63.60,0.280,-0.020,0.955,5,-2.03,-2.21,2.24
8442,698.560,53.3085359,-0.0608405,101.1,62.60,0.303,-0.027,0.929,5,-3.64,-2.39,2.10
8443,698.640,53.3085548,-0.0608290,101.0,62.42,0.329,-0.042,0.960,5,-4.97,-2.46,1.67
8444,698.720,53.3085735,-0.0608176,101.0,61.95,0.318,-0.036,0.957,5,-4.21,-1.60,1.27
8445,698.800,53.3085919,-0.0608063,100.9,61.06,0.323,-0.047,1.015,5,-1.94,0.07,0.84
8446,698.880,53.3086103,-0.0607953,100.9,60.47,0.354,-0.053,1.071,5,0.43,0.56,0.37
8447,699.000,53.3086373,-0.0607786,100.8,59.53,0.361,-0.052,1.085,5,2.41,-0.39,0.08
8448,699.080,53.3086550,-0.0607682,100.6,58.90,0.375,-0.040,1.076,5,4.39,-1.13,0.10
8449,699.200,53.3086815,-0.0607525,100.5,58.06,0.387,-0.042,1.085,5,6.35,-1.47,0.39
8450,699.280,53.3086990,-0.0607424,100.4,57.31,0.378,-0.048,1.056,5,8.18,-1.72,0.80
8451,699.360,53.3087164,-0.0607326,100.3,57.03,0.378,-0.057,1.046,5,10.12,-1.71,1.41
8452,699.440,53.3087335,-0.0607231,100.2,56.57,0.380,-0.065,1.048,5,11.47,-1.34,1.89
8453,699.520,53.3087507,-0.0607136,100.2,55.59,0.371,-0.062,1.044,5,12.63,-0.93,2.23
8454,699.600,53.3087675,-0.0607046,100.1,54.72,0.379,-0.063,1.053,5,13.20,-0.71,2.38
8455,699.680,53.3087843,-0.0606959,100.0,54.64,0.382,-0.059,1.059,5,13.58,-0.45,2.60
8456,699.760,53.3088010,-0.0606875,100.0,53.91,0.379,-0.053,1.054,5,14.02,-0.40,3.00
8457,699.840,53.3088174,-0.0606794,99.9,53.01,0.383,-0.049,1.045,5,14.99,-0.65,3.31
8458,699.920,53.3088337,-0.0606715,99.9,52.24,0.391,-0.052,1.031,5,16.58,-0.98,3.58
8459,700.000,53.3088498,-0.0606640,99.9,51.53,0.379,-0.045,1.006,5,18.70,-1.11,4.19
8460,700.080,53.3088657,-0.0606570,99.8,51.24,0.390,-0.039,1.002,5,21.20,-1.55,4.77
8461,700.200,53.3088893,-0.0606471,99.7,50.02,0.414,-0.040,1.030,5,23.45,-1.00,5.72
8462,700.280,53.3089049,-0.0606412,99.6,49.55,0.430,-0.038,1.072,5,24.63,0.38,7.10
8463,700.360,53.3089202,-0.0606358,99.6,48.55,0.436,-0.033,1.104,5,24.66,1.82,8.50
8464,700.440,53.3089354,-0.0606310,99.6,48.06,0.448,-0.035,1.143,5,23.49,3.48,9.34
8465,700.520,53.3089506,-0.0606270,99.5,47.32,0.456,-0.040,1.183,5,21.93,5.07,10.36
8466,700.600,53.3089657,-0.0606234,99.5,47.10,0.464,-0.029,1.206,5,20.19,5.72,11.20
8467,700.680,53.3089804,-0.0606203,99.5,45.74,0.460,-0.019,1.215,5,18.37,6.66,11.77
8468,700.760,53.3089950,-0.0606179,99.5,45.24,0.464,-0.017,1.228,5,16.86,7.65,12.73
8469,700.840,53.3090094,-0.0606160,99.5,44.29,0.485,-0.009,1.252,5,15.06,8.10,13.58
8470,700.920,53.3090236,-0.0606150,99.4,43.70,0.464,0.008,1.227,5,12.95,8.83,14.18
8471,701.000,53.3090376,-0.0606146,99.4,43.33,0.432,0.020,1.206,5,11.20,10.30,14.70
8472,701.080,53.3090514,-0.0606148,99.4,42.22,0.411,0.023,1.214,5,9.71,12.22,15.28
8473,701.200,53.3090716,-0.0606164,99.4,41.39,0.385,0.035,1.249,5,8.48,14.32,15.41
8474,701.280,53.3090849,-0.0606183,99.5,40.85,0.339,0.043,1.273,5,8.19,16.85,15.78
8475,701.360,53.3090980,-0.0606210,99.6,40.46,0.301,0.039,1.318,5,8.10,18.91,15.97
8476,701.440,53.3091109,-0.0606245,99.6,39.90,0.291,0.035,1.369,5,8.57,20.04,16.02
8477,701.520,53.3091235,-0.0606286,99.7,39.54,0.288,0.035,1.439,5,8.50,20.70,16.19
8478,701.600,53.3091358,-0.0606335,99.8,38.95,0.280,0.041,1.493,5,8.13,21.12,16.95
8479,701.680,53.3091480,-0.0606392,99.9,38.83,0.279,0.053,1.528,5,7.14,21.07,17.88
8480,701.760,53.3091598,-0.0606456,99.9,37.95,0.274,0.072,1.542,5,5.40,21.33,18.77
8481,701.880,53.3091768,-0.0606564,100.1,37.21,0.275,0.087,1.579,5,2.89,20.65,18.91
8482,701.960,53.3091877,-0.0606644,100.2,36.92,0.251,0.095,1.526,5,1.43,20.98,19.29
8483,702.040,53.3091983,-0.0606730,100.4,36.05,0.222,0.086,1.504,5,-0.12,22.32,19.62
8484,702.120,53.3092084,-0.0606822,100.5,35.67,0.204,0.092,1.474,5,-2.79,21.88,19.53
8485,702.280,53.3092277,-0.0607022,100.8,34.67,0.170,0.101,1.432,5,-5.55,21.30,19.34
8486,702.360,53.3092367,-0.0607131,100.9,34.70,0.122,0.115,1.362,5,-7.99,21.25,19.30
8487,702.440,53.3092455,-0.0607241,101.1,33.76,0.080,0.129,1.315,5,-10.00,19.66,18.85
8488,702.520,53.3092539,-0.0607353,101.2,33.90,0.059,0.138,1.272,5,-11.20,17.17,18.06
8489,702.600,53.3092622,-0.0607471,101.4,33.38,0.000,0.141,1.232,5,-10.70,15.69,17.64
8490,702.680,53.3092702,-0.0607592,101.5,33.59,-0.041,0.147,1.199,5,-10.06,13.45,16.92
8491,702.760,53.3092779,-0.0607718,101.7,33.82,-0.060,0.140,1.187,5,-9.48,12.26,16.56
8492,702.840,53.3092854,-0.0607846,101.8,33.17,-0.106,0.136,1.191,5,-9.21,12.58,17.27
8493,702.920,53.3092925,-0.0607977,101.9,33.25,-0.147,0.149,1.172,5,-9.89,12.13,18.04
8494,703.000,53.3092995,-0.0608114,102.0,33.52,-0.157,0.156,1.149,5,-11.91,11.31,18.36
8495,703.080,53.3093063,-0.0608252,102.1,33.35,-0.172,0.153,1.140,5,-14.63,10.69,18.55
8496,703.240,53.3093196,-0.0608532,102.4,33.38,-0.191,0.149,1.115,5,-16.96,9.43,18.09
8497,703.320,53.3093258,-0.0608679,102.5,33.68,-0.184,0.133,1.067,5,-18.50,7.77,16.75
8498,703.440,53.3093351,-0.0608903,102.6,33.71,-0.181,0.113,1.074,5,-19.40,7.64,15.65
8499,703.520,53.3093410,-0.0609055,102.7,34.00,-0.194,0.106,1.091,5,-20.51,7.38,15.31
8500,703.600,53.3093469,-0.0609210,102.8,33.70,-0.214,0.114,1.083,5,-23.22,7.19,15.47
8501,703.720,53.3093552,-0.0609442,103.0,33.80,-0.212,0.147,1.064,5,-29.90,6.76,15.41
8502,703.800,53.3093610,-0.0609601,103.1,34.14,-0.195,0.189,1.057,5,-39.24,7.21,14.55
8503,703.880,53.3093666,-0.0609757,103.2,34.00,-0.176,0.221,1.009,5,-48.86,7.51,12.51
8504,704.000,53.3093752,-0.0609992,103.3,34.06,-0.149,0.222,0.980,5,-55.79,6.84,8.58
8505,704.080,53.3093810,-0.0610146,103.3,33.85,-0.088,0.200,0.986,5,-57.73,6.17,2.53
8506,704.240,53.3093928,-0.0610444,103.5,32.92,-0.062,0.165,1.008,5,-55.43,5.87,-2.85
8507,704.320,53.3093989,-0.0610590,103.6,32.96,-0.022,0.136,1.016,5,-52.12,5.43,-7.36
8508,704.400,53.3094048,-0.0610731,103.6,32.34,0.016,0.115,1.017,5,-47.77,4.95,-11.46
8509,704.480,53.3094110,-0.0610867,103.6,31.89,0.031,0.097,1.031,5,-43.68,6.20,-14.58
8510,704.560,53.3094173,-0.0611000,103.7,31.89,0.033,0.086,1.059,5,-40.08,7.81,-16.63
8511,704.640,53.3094238,-0.0611128,103.7,31.42,0.043,0.072,1.093,5,-36.16,9.55,-19.28
8512,704.720,53.3094303,-0.0611250,103.7,30.76,0.031,0.055,1.145,5,-30.43,11.93,-22.11
8513,704.800,53.3094373,-0.0611365,103.7,30.61,0.018,0.041,1.210,5,-23.74,14.80,-24.49
8514,704.880,53.3094443,-0.0611475,103.7,30.45,0.010,0.034,1.294,5,-16.77,17.08,-26.66
8515,704.960,53.3094519,-0.0611578,103.7,30.29,-0.040,0.023,1.335,5,-10.05,19.68,-28.25
8516,705.040,53.3094596,-0.0611677,103.7,30.56,-0.129,0.020,1.331,5,-3.70,21.15,-28.57
8517,705.120,53.3094678,-0.0611772,103.8,31.30,-0.184,0.022,1.325,5,1.82,20.57,-27.50
8518,705.280,53.3094850,-0.0611946,103.8,31.29,-0.258,0.026,1.313,5,5.39,20.43,-25.78
8519,705.400,53.3094985,-0.0612066,103.9,32.18,-0.348,0.035,1.282,5,7.74,21.41,-23.96
8520,705.480,53.3095082,-0.0612137,103.9,32.47,-0.406,0.046,1.288,5,8.38,21.29,-22.73
8521,705.560,53.3095179,-0.0612202,103.9,32.82,-0.449,0.045,1.307,5,8.69,20.94,-21.88
8522,705.640,53.3095280,-0.0612265,104.0,33.76,-0.508,0.034,1.303,5,9.12,20.74,-21.40
8523,705.760,53.3095440,-0.0612351,104.1,35.16,-0.533,0.020,1.329,5,10.11,20.74,-21.42
8524,705.840,53.3095550,-0.0612399,104.1,34.97,-0.556,0.008,1.356,5,12.29,20.76,-21.11
8525,705.920,53.3095665,-0.0612442,104.2,36.24,-0.574,-0.004,1.397,5,15.79,21.54,-20.13
8526,706.000,53.3095781,-0.0612479,104.4,36.16,-0.590,-0.014,1.437,5,18.72,21.99,-19.07
8527,706.080,53.3095902,-0.0612511,104.5,37.31,-0.602,-0.009,1.452,5,20.77,21.14,-17.17
8528,706.200,53.3096085,-0.0612546,104.7,38.18,-0.612,-0.001,1.429,5,21.38,19.44,-15.21
8529,706.320,53.3096273,-0.0612570,105.0,38.73,-0.612,0.007,1.401,5,20.57,17.44,-13.58
8530,706.400,53.3096404,-0.0612580,105.2,39.45,-0.613,0.015,1.337,5,19.09,14.75,-12.26
8531,706.480,53.3096536,-0.0612586,105.5,40.69,-0.603,0.025,1.300,5,17.70,12.85,-11.09
8532,706.560,53.3096670,-0.0612588,105.7,40.78,-0.578,0.029,1.311,5,16.31,12.51,-10.79
8533,706.640,53.3096806,-0.0612586,106.0,41.30,-0.566,0.024,1.326,5,15.36,12.47,-10.66
8534,706.720,53.3096942,-0.0612576,106.2,41.75,-0.568,0.018,1.314,5,15.17,12.02,-10.50
8535,706.800,53.3097080,-0.0612564,106.5,42.11,-0.575,0.017,1.290,5,15.49,11.37,-10.05
8536,706.880,53.3097220,-0.0612549,106.9,42.70,-0.567,0.016,1.273,5,15.82,10.87,-9.41
8537,706.960,53.3097361,-0.0612530,107.2,43.06,-0.571,0.017,1.252,5,15.56,9.57,-8.78
8538,707.040,53.3097502,-0.0612507,107.6,43.32,-0.580,0.025,1.200,5,15.47,8.10,-7.65
8539,707.120,53.3097643,-0.0612480,108.0,43.36,-0.594,0.047,1.045,5,14.26,3.49,-6.82
8540,707.240,53.3097860,-0.0612437,108.5,45.42,-0.551,0.065,0.895,5,11.71,-2.81,-6.61
8541,707.320,53.3098006,-0.0612408,108.8,45.81,-0.502,0.069,0.759,5,9.77,-8.11,-6.74
8542,707.400,53.3098152,-0.0612377,109.1,45.92,-0.465,0.075,0.627,5,8.46,-11.32,-6.76
8543,707.480,53.3098300,-0.0612343,109.3,46.49,-0.423,0.073,0.534,5,7.27,-13.68,-6.93
8544,707.560,53.3098448,-0.0612306,109.6,47.19,-0.365,0.068,0.518,5,6.32,-14.49,-6.87
8545,707.640,53.3098599,-0.0612268,109.8,47.90,-0.345,0.060,0.535,5,6.25,-13.60,-6.91
8546,707.720,53.3098751,-0.0612229,110.0,48.33,-0.352,0.061,0.577,5,6.07,-11.78,-6.81
8547,707.800,53.3098904,-0.0612186,110.2,48.86,-0.357,0.050,0.626,5,6.07,-9.81,-6.39
8548,707.880,53.3099059,-0.0612145,110.4,49.35,-0.368,0.052,0.682,5,5.23,-8.64,-5.68
8549,707.960,53.3099216,-0.0612101,110.6,49.97,-0.395,0.058,0.749,5,3.78,-6.64,-5.00
8550,708.040,53.3099373,-0.0612053,110.8,50.29,-0.426,0.064,0.802,5,1.77,-4.01,-4.55
8551,708.120,53.3099532,-0.0612002,111.0,51.04,-0.447,0.062,0.819,5,-1.12,-3.24,-4.44
8552,708.240,53.3099775,-0.0611921,111.2,51.87,-0.450,0.065,0.846,5,-3.77,-3.55,-4.67
8553,708.320,53.3099939,-0.0611864,111.4,52.67,-0.460,0.070,0.855,5,-5.32,-2.97,-5.60
8554,708.400,53.3100105,-0.0611802,111.5,53.49,-0.465,0.063,0.824,5,-5.63,-3.13,-6.53
8555,708.480,53.3100273,-0.0611740,111.6,54.34,-0.463,0.057,0.774,5,-4.81,-4.70,-6.77
8556,708.560,53.3100443,-0.0611674,111.7,55.02,-0.458,0.053,0.737,5,-3.12,-5.59,-6.76
8557,708.640,53.3100617,-0.0611608,111.7,56.06,-0.448,0.051,0.711,5,-1.59,-6.06,-6.73
8558,708.720,53.3100791,-0.0611538,111.8,56.63,-0.438,0.040,0.698,5,0.00,-6.15,-6.30
8559,708.800,53.3100967,-0.0611464,111.8,57.29,-0.422,0.040,0.724,5,1.21,-5.54,-5.87
8560,708.880,53.3101144,-0.0611387,111.8,57.83,-0.411,0.048,0.774,5,1.72,-4.19,-5.78
8561,708.960,53.3101322,-0.0611310,111.8,58.23,-0.399,0.049,0.810,5,1.86,-3.24,-5.64
8562,709.040,53.3101503,-0.0611230,111.8,59.41,-0.379,0.054,0.862,5,1.34,-3.39,-5.59
8563,709.120,53.3101687,-0.0611144,111.8,60.04,-0.369,0.059,0.942,5,1.53,-2.25,-6.01
8564,709.240,53.3101967,-0.0611011,111.8,61.35,-0.389,0.052,1.004,5,2.02,-1.24,-6.30
8565,709.320,53.3102153,-0.0610919,111.8,61.59,-0.426,0.052,1.044,5,4.01,0.61,-6.25
8566,709.400,53.3102342,-0.0610825,111.7,62.17,-0.469,0.059,1.070,5,7.21,1.90,-6.50
8567,709.480,53.3102534,-0.0610726,111.7,62.82,-0.529,0.055,1.066,5,11.77,2.79,-6.48
8568,709.560,53.3102725,-0.0610625,111.7,63.41,-0.568,0.060,1.017,5,16.21,1.88,-5.91
8569,709.640,53.3102922,-0.0610521,111.6,64.64,-0.552,0.067,1.023,5,19.73,1.34,-4.88
8570,709.720,53.3103120,-0.0610412,111.6,65.76,-0.546,0.076,1.010,5,21.05,0.09,-3.56
8571,709.800,53.3103320,-0.0610301,111.6,66.04,-0.531,0.089,1.001,5,20.19,-1.40,-2.31
8572,709.880,53.3103522,-0.0610188,111.5,66.97,-0.485,0.097,1.014,5,18.05,-2.10,-1.48
8573,709.960,53.3103728,-0.0610077,111.5,67.45,-0.447,0.099,1.016,5,15.53,-2.11,-0.86
8574,710.040,53.3103934,-0.0609959,111.5,68.13,-0.395,0.089,1.005,5,13.58,-2.76,-0.37
8575,710.120,53.3104141,-0.0609843,111.4,68.78,-0.321,0.080,1.021,5,12.35,-2.28,0.20
8576,710.240,53.3104455,-0.0609664,111.4,68.91,-0.210,0.067,1.064,5,10.85,-2.15,0.37
8577,710.320,53.3104664,-0.0609548,111.4,68.76,-0.135,0.059,1.075,5,9.68,-1.91,0.44
8578,710.440,53.3104974,-0.0609370,111.3,68.70,-0.037,0.048,1.138,5,8.40,-1.87,0.27
8579,710.520,53.3105184,-0.0609252,111.3,68.78,0.027,0.048,1.171,5,6.64,-2.20,0.04
8580,710.600,53.3105393,-0.0609136,111.2,68.89,0.069,0.047,1.143,5,5.00,-3.16,0.12
8581,710.680,53.3105600,-0.0609018,111.2,68.38,0.105,0.048,1.092,5,3.78,-3.51,0.65
8582,710.760,53.3105806,-0.0608904,111.2,67.56,0.161,0.055,1.076,5,2.46,-3.42,1.17
8583,710.840,53.3106009,-0.0608791,111.2,66.94,0.176,0.058,1.039,5,1.13,-2.50,1.45
8584,710.920,53.3106213,-0.0608680,111.1,66.79,0.207,0.052,1.046,5,0.01,-0.49,1.59
8585,711.000,53.3106415,-0.0608571,111.1,66.44,0.236,0.054,1.103,5,-1.73,1.18,1.22
8586,711.080,53.3106615,-0.0608458,111.1,65.48,0.251,0.048,1.173,5,-2.44,3.46,1.10
8587,711.200,53.3106910,-0.0608293,111.1,64.19,0.253,0.047,1.233,5,-3.78,4.80,0.92
8588,711.280,53.3107107,-0.0608186,111.1,63.99,0.249,0.056,1.246,5,-5.43,5.04,0.78
8589,711.360,53.3107299,-0.0608079,111.1,63.00,0.226,0.058,1.212,5,-6.58,5.09,0.73
8590,711.440,53.3107491,-0.0607971,111.2,62.59,0.235,0.049,1.200,5,-7.50,4.78,0.60
8591,711.520,53.3107682,-0.0607865,111.2,62.08,0.229,0.046,1.165,5,-9.29,3.95,0.37
8592,711.600,53.3107871,-0.0607758,111.3,61.73,0.210,0.038,1.113,5,-10.77,4.55,0.28
8593,711.680,53.3108057,-0.0607652,111.4,60.80,0.212,0.034,1.086,5,-12.72,4.72,0.22
8594,711.760,53.3108243,-0.0607546,111.5,60.62,0.231,0.027,1.091,5,-14.95,4.41,0.03
8595,711.840,53.3108426,-0.0607440,111.5,60.08,0.224,0.028,1.082,5,-17.20,4.76,-0.26
8596,711.920,53.3108607,-0.0607333,111.6,59.43,0.219,0.032,1.077,5,-20.19,5.38,-0.86
8597,712.000,53.3108787,-0.0607224,111.7,59.17,0.233,0.041,1.083,5,-23.53,5.04,-1.59
8598,712.080,53.3108966,-0.0607116,111.8,59.03,0.246,0.041,1.080,5,-26.30,4.94,-3.11
8599,712.200,53.3109229,-0.0606949,111.8,57.87,0.249,0.035,1.087,5,-27.63,5.29,-5.14
8600,712.280,53.3109401,-0.0606834,111.9,57.38,0.243,0.025,1.084,5,-26.84,5.79,-6.82
8601,712.360,53.3109570,-0.0606716,112.0,56.98,0.252,0.019,1.113,5,-24.42,6.45,-8.18
8602,712.440,53.3109737,-0.0606597,112.1,56.53,0.247,0.000,1.124,5,-20.66,6.40,-9.32
8603,712.520,53.3109903,-0.0606476,112.1,56.15,0.249,-0.017,1.137,5,-16.72,5.82,-9.85
8604,712.600,53.3110065,-0.0606351,112.2,55.51,0.239,-0.029,1.141,5,-12.79,5.72,-10.05
8605,712.680,53.3110224,-0.0606225,112.3,54.55,0.222,-0.036,1.136,5,-9.19,5.35,-10.32
8606,712.760,53.3110380,-0.0606094,112.3,54.61,0.216,-0.040,1.093,5,-6.55,3.72,-10.43
8607,712.840,53.3110536,-0.0605961,112.4,54.19,0.220,-0.037,1.077,5,-4.51,3.16,-10.25
8608,712.920,53.3110688,-0.0605828,112.5,53.39,0.198,-0.035,1.067,5,-2.32,3.69,-10.02
8609,713.000,53.3110838,-0.0605692,112.5,53.12,0.182,-0.019,1.021,5,-1.83,3.34,-9.33
8610,713.080,53.3110985,-0.0605551,112.6,52.89,0.192,0.000,1.016,5,-3.40,3.22,-9.55
8611,713.200,53.3111200,-0.0605338,112.6,51.63,0.189,-0.004,1.057,5,-3.13,4.71,-10.26
8612,713.280,53.3111340,-0.0605193,112.7,51.71,0.172,-0.013,1.062,5,-2.83,4.98,-11.20
8613,713.360,53.3111479,-0.0605043,112.7,51.17,0.155,-0.020,1.010,5,-2.34,4.92,-11.42
8614,713.440,53.3111614,-0.0604891,112.8,50.92,0.181,-0.018,1.053,5,-2.52,4.60,-11.84
8615,713.520,53.3111746,-0.0604735,112.8,50.60,0.175,-0.026,1.062,5,-1.06,4.95,-11.75
8616,713.600,53.3111875,-0.0604579,112.8,49.90,0.177,-0.017,1.034,5,-1.22,3.97,-11.41
8617,713.680,53.3112004,-0.0604421,112.9,49.94,0.205,-0.016,1.061,5,-2.01,3.21,-11.14
8618,713.760,53.3112130,-0.0604259,112.9,49.40,0.211,-0.014,1.123,5,-2.19,2.92,-11.86
8619,713.840,53.3112252,-0.0604092,112.9,49.15,0.172,-0.025,1.108,5,-0.25,4.29,-12.51
8620,713.920,53.3112369,-0.0603924,113.0,48.14,0.135,-0.021,1.097,5,1.14,4.90,-12.84
8621,714.000,53.3112486,-0.0603752,113.1,48.23,0.071,-0.006,1.106,5,2.97,6.03,-12.98
8622,714.080,53.3112599,-0.0603576,113.1,48.53,-0.012,0.009,1.034,5,5.53,6.22,-13.08
8623,714.200,53.3112769,-0.0603306,113.0,48.82,-0.055,0.032,0.959,5,7.18,5.03,-12.62
8624,714.280,53.3112880,-0.0603125,113.0,48.20,-0.067,0.052,0.940,5,7.28,3.29,-12.26
8625,714.360,53.3112988,-0.0602939,113.0,48.87,-0.064,0.043,0.956,5,7.42,1.45,-12.25
8626,714.440,53.3113097,-0.0602749,112.9,48.99,-0.048,0.010,0.948,5,8.81,-1.27,-12.63
8627,714.520,53.3113205,-0.0602562,112.8,48.89,-0.041,-0.029,0.967,5,12.61,-2.32,-12.78
8628,714.600,53.3113315,-0.0602370,112.7,49.82,-0.050,-0.096,0.998,5,19.81,-2.16,-12.89
8629,714.680,53.3113422,-0.0602174,112.6,49.62,-0.081,-0.158,0.983,5,30.39,-2.03,-12.26
8630,714.760,53.3113529,-0.0601979,112.5,49.60,-0.093,-0.187,0.951,5,42.24,-2.14,-10.29
8631,714.840,53.3113639,-0.0601788,112.5,49.65,-0.093,-0.189,0.938,5,52.59,-2.58,-7.57
8632,714.920,53.3113748,-0.0601594,112.4,49.97,-0.083,-0.172,0.915,5,60.03,-3.99,-4.39
8633,715.000,53.3113857,-0.0601399,112.3,50.04,-0.062,-0.134,0.862,5,63.59,-5.84,-1.05
8634,715.080,53.3113972,-0.0601211,112.2,49.83,0.068,-0.106,0.934,5,61.91,-7.33,1.89
8635,715.200,53.3114137,-0.0600929,112.1,49.38,0.131,-0.067,0.993,5,57.62,-8.01,3.96
8636,715.280,53.3114251,-0.0600746,112.0,48.86,0.171,-0.051,1.029,5,53.93,-6.35,5.71
8637,715.360,53.3114360,-0.0600563,112.0,48.01,0.221,-0.044,1.107,5,49.32,-3.04,7.70
8638,715.440,53.3114477,-0.0600393,111.9,47.94,0.265,-0.035,1.203,5,43.56,0.79,10.04
8639,715.520,53.3114590,-0.0600224,111.9,47.13,0.239,-0.008,1.208,5,37.98,3.66,11.47
8640,715.600,53.3114707,-0.0600062,111.9,47.21,0.236,-0.008,1.195,5,33.33,5.74,12.43
8641,715.680,53.3114824,-0.0599903,111.9,46.87,0.247,0.001,1.212,5,28.46,6.76,13.46
8642,715.760,53.3114943,-0.0599753,111.8,46.15,0.258,0.008,1.235,5,24.75,7.64,14.11
8643,715.840,53.3115060,-0.0599607,111.9,45.20,0.262,0.009,1.268,5,21.71,8.74,14.39
8644,715.920,53.3115180,-0.0599470,111.8,45.17,0.260,0.007,1.312,5,19.36,11.08,15.68
8645,716.000,53.3115298,-0.0599339,111.9,44.09,0.228,0.019,1.329,5,16.20,13.69,16.80
8646,716.080,53.3115420,-0.0599217,111.9,44.20,0.166,0.026,1.322,5,12.73,14.71,16.84
8647,716.200,53.3115607,-0.0599044,111.9,44.35,0.090,0.036,1.295,5,10.01,15.49,16.75
8648,716.280,53.3115733,-0.0598931,112.0,44.26,0.037,0.044,1.250,5,8.32,15.30,16.57
8649,716.360,53.3115863,-0.0598830,112.0,44.62,-0.021,0.052,1.203,5,6.92,13.92,15.78
8650,716.440,53.3115994,-0.0598730,112.1,44.54,-0.040,0.047,1.208,5,6.83,12.79,15.37
8651,716.520,53.3116126,-0.0598638,112.1,44.61,-0.044,0.045,1.229,5,7.09,13.09,15.85
